Genes,Interactors,Norm_Symbol
C7orf60,"['POLR2A', 'C12orf66', 'REN', 'ACAD11', 'SHMT1', 'KPTN', 'GRN', 'PER1', 'TGFBRAP1', 'KIAA0467', 'MGEA5', 'NPRL3', 'NPRL2', 'VPS11', 'C16orf42', 'CSNK1E', 'MIF4GD', 'DEPDC5', 'ITFG2']",C7orf60
TUBA1C,"['TUBA1B', 'TCP11L2', 'VAPA', 'TXNDC9', 'TUBA4A', 'TPSB2', 'C1orf85', 'CCT6B', 'TTC5']",TUBA1C
UBFD1,"['KRIT1', 'FSD1']",UBFD1
MLLT6,"['GCC2', 'EEA1', 'ZC3H10', 'DOT1L', 'MLLT10', 'CREB5', 'VARS', 'GULP1', 'JUND', 'CEBPG', 'ATF7', 'JUN', 'ATF2', 'EEF1D', 'MID1', 'RGPD8', 'NEFM', 'EEF1B2', 'IQSEC1', 'CARS', 'SGOL1', 'EEF1A2', 'MLLT3']",MLLT6
SLC22A23,"['DLK2', 'GCFC1', 'LGALS8', 'KPRP', 'TAX1BP1', 'SIRT2', 'BMP4', 'DSCC1', 'CLEC2D', 'ATP6V0D1']",SLC22A23
C10orf2,"['LGALS3BP', 'CCDC111', 'MECP2', 'ZNF263', 'ZNF169', 'TRA2A', 'RBMX', 'ZC3H18', 'HEXIM1', 'CDX1']",C10orf2
SOX1,['SOX5'],SOX1
GPX7,"['ZC3HAV1L', 'PAPSS1', 'UTP6', 'MCTS1', 'GAK', 'ZG16B', 'FARSB', 'LYRM4', 'FTO', 'ZC3HC1', 'SNX1', 'PLEKHJ1', 'PTPN11', 'SEC23IP', 'THNSL1', 'SH3GL1', 'FAM109A', 'PROSC', 'THYN1', 'EIF2AK2', 'C1orf52', 'RIPK1', 'HSPA14', 'CHMP1A', 'PSME1', 'NFS1']",GPX7
PHF19,"['SENP3', 'SUZ12', 'NRBP2', 'PSMC3', 'EZH2', 'CAMK1', 'GTF2F1', 'EZH1', 'EED', 'PELP1', 'ZNF828', 'GSTCD', 'TEX10', 'PDLIM5', 'UTRN', 'ACTBL2', 'C7orf30']",PHF19
ZNF488,"['HSPA8', 'USO1', 'CAMK2G', 'GOPC', 'CTH']",ZNF488
CSGALNACT2,"['TCTN2', 'B3GAT3', 'CCDC8', 'SUN2', 'CHSY1', 'PRAF2', 'C19orf46', 'SLC35A5', 'TMX4', 'STX5', 'LPAR1', 'ST3GAL4', 'FUT8', 'SLC30A6', 'MGAT4C', 'TMTC4', 'MANEAL', 'SLC30A1', 'NADSYN1', 'TMEM85', 'CREB1', 'MPPE1', 'PLB1', 'EXTL2', 'MANEA', 'SLC30A5', 'GOSR2', 'PNLDC1', 'SULF2', 'C10orf58', 'LRRC57', 'C6orf72', 'UTP15', 'KIAA2013', 'P2RX4', 'SUN1', 'LMBRD1', 'CSGALNACT1', 'FUT1', 'CLASP2', 'TMEM111', 'GOLIM4', 'IQCB1', 'NDUFC2', 'UGT8', 'TMEM214', 'FKRP', 'MCOLN1', 'ADPGK', 'GOSR1', 'SLC8A3', 'ATF1', 'TRIM59', 'IPPK', 'NDUFB9', 'POGLUT1', 'TPST2', 'NDUFB3']",CSGALNACT2
BCAT1,"['C1orf103', 'YEATS2', 'RAB3GAP1', 'ATXN2', 'C1orf93', 'GTF2A1', 'MORN5', 'TRIP12', 'ARNT', 'FBXO7', 'CCDC120', 'FLYWCH2', 'PPP2R5D', 'DMWD', 'HELZ', 'ADPRH', 'GFOD1', 'C10orf47', 'ZZZ3']",BCAT1
PADI4,['PADI3'],PADI4
ANKRD43,['DCAF7'],ANKRD43
FAM131B,"['FNTB', 'MYO9B', 'C3orf63', 'CBWD3', 'TOP2A', 'ADCK1', 'SEH1L', 'UHRF1BP1', 'NCAPH2', 'TTF2', 'SLC25A16', 'ATP6V0A1', 'CACHD1', 'GNPAT', 'C10orf58', 'ARFGEF2', 'CDC6', 'ATP6V0A2', 'SLC25A6', 'AURKA', 'C19orf52', 'NCOA1', 'UQCRH', 'PLK1', 'MBLAC2', 'SLC25A15', 'CBARA1', 'C17orf80']",FAM131B
KLK5,"['MKS1', 'AP3S1', 'ND1', 'KIAA1147', 'ITGB5', 'PASK', 'LRP6', 'CPNE1', 'LOXL2', 'C21orf59', 'PI4KA', 'TUBB8', 'CCND3', 'PCDH7', 'CERCAM', 'MCM8', 'ARSA', 'CBWD1', 'POLE2', 'FRAS1', 'EME1', 'FUK', 'OS9', 'COX11', 'METTL13', 'TUBA1A', 'TUBA4A', 'FTH1', 'NAT2', 'TUBB3']",KLK5
MUDENG,"['DCAF4', 'DKFZp761E198', 'SPG11']",MUDENG
PRELP,"['AMD1', 'TRIM68', 'DHRS4', 'FSTL1', 'COL14A1', 'CKAP4']",PRELP
B3GNT2,"['CD79B', 'PON2', 'GALNT7', 'EDEM2', 'ATP6V0D1', 'ITGA7', 'FAM3C', 'ITGB8', 'CDK3', 'NDUFA10', 'ITGAV', 'LDLR', 'FKRP', 'ARMC6', 'NRG1', 'TUBA4A', 'MOXD1', 'CAPN2', 'TOR1AIP2', 'C1GALT1C1', 'PAM']",B3GNT2
RFWD3,"['MBIP', 'CAMK1G', 'DNAJB2', 'BBS7', 'CCT7', 'CEP170', 'TPH1', 'PIP4K2A']",RFWD3
FUK,"['LOC554223', 'KLK5', 'PRKCSH']",FUK
ANAPC2,"['FZR1', 'GRAP2', 'MAGIX', 'CDC16', 'ANAPC13', 'TTLL1', 'ZNF408', 'C16orf87']",ANAPC2
CUL1,"['FBXO17', 'SERPINA12', 'TINAG', 'CRY1', 'HAL', 'FBXO40', 'IDS', 'TSC22D4', 'EID1', 'SMTNL2', 'NEFH', 'CDK2', 'FBXO44', 'SPANXN3', 'FBXO6', 'CST6', 'FBXW7', 'SKP2', 'FBXL5', 'FBXO42', 'KHDRBS2', 'FBXL15', 'FBXL14', 'DCX', 'BTRC', 'GNS', 'FBXO4', 'CKS1B', 'DKK4', 'ZNF704', 'ARIH1', 'ECM1', 'FBXO7', 'FBXO34', 'GLMN', 'TRAF1']",CUL1
HLA-DRB3,"['LOC100507714', 'SEPN1', 'LOC100294276', 'HLA-DRB1']",HLA-DRB3
ZW10,"['USE1', 'STX18', 'VAMP4', 'OPRM1', 'SEC22B', 'FZD10', 'CHRM4', 'BSG', 'SCFD2', 'RINT1', 'VIPR2']",ZW10
CAMK4,"['PPP6R2', 'GIT1', 'ANKRD52', 'ARHGEF7', 'ANKRD28', 'GIT2']",CAMK4
NET1,"['IL4R', 'WDR83', 'WDYHV1']",NET1
CSTF2T,"['CSTF3', 'SYMPK', 'U2SURP', 'ZNF571', 'CLINT1', 'CSTF2', 'FANCG', 'CSTF1', 'BIRC2', 'LEPRE1', 'RFX5', 'CRTAP', 'CPEB1']",CSTF2T
ZNRF4,"['ACVR2B', 'TMEM48', 'SUN2', 'VRK2', 'KCNT2', 'SCAP', 'UPK3BL', 'TYW1', 'USP33', 'LEMD3', 'PPP1R15B', 'ZDHHC18', 'SREBF2', 'TMX2', 'SMPD2', 'UBA52', 'NUS1', 'ABCA2', 'MOSC1', 'CYB5R1', 'ABCA3', 'PDZD8', 'CGRRF1', 'BTN2A1', 'ATP13A2', 'GRAMD1A', 'DAGLA', 'VANGL2', 'BTN2A2', 'FBXO11', 'PIGA', 'SNX14', 'OSBP', 'ADCK2', 'PCNXL3', 'PDE3B', 'FZD6', 'SQLE', 'LPHN1', 'C2CD2L', 'TMEM68', 'ST7L', 'SGPL1', 'KCNG1', 'ITPR2', 'SUN1', 'BNIP1', 'ZDHHC9', 'OSBPL8', 'SAMD1', 'ADCY6', 'ANO6', 'KIAA0317', 'SLC27A3', 'YIF1A', 'PTPRU', 'POM121', 'SLC12A7', 'AMFR', 'LRP12', 'SLC12A6', 'TMEM39A', 'DNAJC18', 'PNPLA6', 'SLC27A6', 'FAM189B', 'ST7', 'C1orf43', 'ERN1', 'NETO2']",ZNRF4
ACOT9,"['C16orf71', 'COMMD10', 'GFPT2', 'C6', 'TRMT2A', 'RABGGTB', 'C14orf149', 'TPSB2', 'PCDHGB1', 'NDUFS7', 'PROZ', 'EPHA1', 'LAMP3', 'ISLR', 'SETDB1', 'F9', 'PSG8']",ACOT9
SHANK3,['PRMT2'],SHANK3
LRRC45,['UPP1'],LRRC45
FAM161B,"['ACAD8', 'KLHL15']",FAM161B
ZNF555,"['KIAA0802', 'FAM73A', 'HERC1']",ZNF555
GSTM4,"['GSTM2', 'GSTM5', 'GSTM3']",GSTM4
IKBIP,"['PAWR', 'CLEC12A', 'LOH12CR1', 'DUSP22', 'C10orf32', 'BLOC1S2', 'ATP6V0D1', 'AGGF1', 'EXOC4', 'PCNT', 'SNAPIN', 'GPM6A', 'ABI2', 'ALX3', 'TNIP1', 'AP2S1', 'PLEKHG6', 'SPINK2', 'CYFIP2', 'TRAF7', 'ANTXR2', 'VPS52', 'TTC29', 'BLOC1S1', 'COLEC12', 'MSR1', 'ATG5', 'PSMC5', 'FADS3', 'CDK5RAP2', 'ABI1', 'EXOC1', 'ARRDC3', 'CLEC11A', 'ATG16L1', 'CYFIP1', 'CCDC53', 'SCARA3', 'RAN', 'FBXO28', 'NCKAP1']",IKBIP
TCF4,"['TCF24', 'CCDC101', 'ID3', 'TCF12', 'CBFA2T3', 'KIAA0182', 'TWIST2', 'MESP2', 'ID4', 'NES', 'ID2', 'MYF6', 'ID1', 'RUNX1T1', 'ARFGAP2', 'NEUROG3', 'NEUROD1', 'HMG20A', 'TCF3', 'TWIST1', 'HEXIM2', 'MYOG', 'FERD3L']",TCF4
CNPY3,"['NYX', 'PXDN', 'LRRC4C', 'DEFA1', 'LRRC1', 'VASN', 'GLT25D2', 'SLITRK4', 'TLR5', 'LRIG1', 'OGN', 'ISLR', 'SELT', 'TLR1', 'SCRIB', 'LRRC33', 'COL14A1', 'LRRC40', 'LRRTM1', 'CHAD', 'LINGO2', 'LRRTM2']",CNPY3
FCGR2A,"['PTPN11', 'EEA1', 'BLVRB', 'FCGR2C', 'FAHD2A', 'PLS1', 'PPP3R1', 'APEX1', 'PRTFDC1', 'TES', 'FCGR2B', 'PROSC']",FCGR2A
PVR,"['FAM134A', 'NLRX1', 'LRBA', 'PI4K2A', 'ARV1', 'USP30', 'ALG5', 'GNA13', 'CISD2', 'XPO5', 'GPD2', 'CDON', 'FBXL20', 'GNPAT', 'QSOX1', 'LANCL2', 'METAP2', 'ALG11', 'STAT3', 'EFNB1', 'RFC3', 'TNFSF9', 'ULBP3', 'ATR', 'PPM1B', 'HELLS', 'UBE2C', 'XPO6', 'MMS22L', 'FAM20B', 'RYK', 'RAB5B', 'MTCH2', 'C4A']",PVR
PPIL4,"['NAGK', 'ORC6', 'TTC29', 'C4orf43', 'SNRNP27', 'RAB3IL1', 'PES1', 'LUC7L2', 'JMJD6', 'AMMECR1']",PPIL4
DCUN1D5,"['TMEM206', 'TMEM213', 'GNAI3', 'LYPD3', 'RNF111', 'ORMDL1', 'MAPK14', 'PNKD', 'CD70', 'FAM177A1']",DCUN1D5
ZNF582,['PVRL4'],ZNF582
CALML5,"['LRRN3', 'UGT1A10', 'POC5', 'FRMD1', 'KIAA0907', 'GPR18', 'PDE4DIP', 'ZSCAN20', 'FCF1', 'C16orf70', 'DYRK4', 'DDX19B', 'FAM60A', 'RBM24', 'TBC1D22B', 'ALDH2', 'GDF5', 'CDK15', 'ASCC1', 'TNFRSF19', 'FTH1', 'ITGA9', 'CCDC94', 'KIR3DS1', 'CCNYL1', 'C21orf59']",CALML5
MKLN1,"['NFATC1', 'TDGF1', 'PRG2', 'C4orf27', 'MMP7', 'HLA-DPB1', 'CCDC120', 'GGH', 'IKZF1', 'MRPL4', 'SFRP2', 'PRG3', 'INSL6', 'SUCLA2', 'TLE4', 'CARKD', 'BMP1', 'TIGD5', 'LILRB4', 'PIGT', 'GLIPR1L2', 'GPS2', 'RMND5A']",MKLN1
FYCO1,"['C17orf59', 'CCT3', 'CCT2', 'CCDC101', 'TRUB2', 'SASS6', 'MLYCD', 'CCT6A', 'CCDC68', 'HIF1AN', 'TCP1', 'DTNA', 'TCP10L']",FYCO1
ZKSCAN4,"['FN1', 'ZKSCAN1', 'ZNF483', 'PGBD1', 'ZNF397', 'ZNF192', 'ZNF446', 'ZSCAN20', 'ZKSCAN3', 'TYW3', 'TCEAL1', 'ZSCAN21', 'ZNF232', 'ZNF174', 'ZNF24', 'SCAND1', 'ZNF396', 'SCAND3', 'ZNF213', 'ZNF444', 'ZNF434']",ZKSCAN4
MMP3,"['PTPRS', 'APOE', 'NUCB1', 'LTBP1', 'KIAA0319L', 'MMP10', 'TIMP3']",MMP3
LTF,"['SNX27', 'TMEM237', 'FN3KRP', 'DDX19B', 'CDK15', 'SIRPG', 'NARG2', 'PRAP1', 'ZNF250', 'FRMD1', 'HBM', 'POLL', 'APCDD1', 'PIGA', 'DDX31', 'CCDC148', 'DHX30']",LTF
TMED7,"['GORASP2', 'PA2G4', 'SCN3B', 'FGF9', 'TMED10', 'TMEM30A', 'GPR114', 'TMED2']",TMED7
CYP2C9,"['CYP2C18', 'CYP2C19', 'CD97', 'TOMM40']",CYP2C9
ZNF597,"['NSMCE2', 'NSMCE1', 'C10orf18', 'SMC6', 'PPHLN1', 'NSMCE4A', 'SMC5', 'NDNL2', 'MPHOSPH8']",ZNF597
RETSAT,"['FAM63B', 'LRRTM1', 'PCDHA3', 'PCDHGA5', 'GDPD5', 'TMPRSS3', 'SCN3B', 'PMEL', 'TPRA1', 'IL17RB', 'KCNS3', 'PCDHGB4', 'CDHR5', 'C21orf63', 'PCDHB16', 'IL9R', 'SPINT2']",RETSAT
CLN5,"['FBXO6', 'LIPH', 'CLEC3A', 'CALR3', 'OBP2A', 'FAM19A4']",CLN5
DSCC1,"['TAF8', 'P4HA2', 'LPPR2', 'GTF2F1', 'RFC4', 'F9', 'CPNE5', 'TMEM22', 'CHTF18', 'RFC2', 'CDIPT', 'SLC22A23', 'CHTF8', 'RFC5', 'RFC3']",DSCC1
TRAF3,"['TNFRSF8', 'TSKS', 'SHPK', 'EDA2R', 'SNAP29', 'MAP3K14', 'LTBR', 'ECH1']",TRAF3
PTTG1,"['ACTBL2', 'DECR1', 'ESPL1']",PTTG1
GABRA5,['GABRA3'],GABRA5
PCDHB6,['PCDHB16'],PCDHB6
ZFP36L2,['HIF1AN'],ZFP36L2
TMEM200A,"['STX6', 'STX7', 'GOSR1', 'STX10', 'PPP3CC', 'PPP3R1', 'MYADM', 'FHOD1', 'PPP3CB', 'PPP3CA']",TMEM200A
RASL10B,"['UBB', 'LONP1', 'MAPK9', 'C2orf56', 'ZNF507', 'PASK', 'FAM192A', 'HSPD1', 'PSMG3', 'PSME3', 'MMADHC', 'AHCYL1', 'TARBP1', 'AHCYL2', 'NDUFS6']",RASL10B
PEX16,"['SCN3B', 'PEX19', 'SLC39A12', 'C1orf85', 'KIAA1467', 'SLC2A12', 'APLNR', 'CD79A', 'C3AR1']",PEX16
C20orf118,"['ATP6V1C1', 'ATP6V1E1', 'KLHL15', 'ATP6V1B2', 'ATP6V1D']",C20orf118
CD22,"['CPA4', 'S100A7']",CD22
ST6GALNAC1,['EEF1A2'],ST6GALNAC1
GOLGA2,"['IL4R', 'GORASP2', 'ASAP3', 'NEFM', 'SPICE1', 'STX12', 'LONRF1', 'STK25', 'C1orf49', 'GORASP1', 'STX7', 'RHPN1', 'MAGEB10', 'TRIM44', 'RASSF8', 'DKK3']",GOLGA2
POMGNT1,"['MCOLN3', 'ACCN4', 'TMPRSS11B', 'RANBP6', 'TMEM5', 'ADAM32', 'TOR1AIP2', 'CLEC2D', 'MME', 'ATP6V0A2']",POMGNT1
ACCS,['GNPDA1'],ACCS
FXC1,"['MSI2', 'AGK', 'ADCYAP1']",FXC1
BAZ2B,"['INA', 'HDGFRP3']",BAZ2B
ALB,"['ADAMTS18', 'SNX27', 'HSPA8', 'ZNF558', 'RALBP1', 'DDX31', 'UPF3A', 'MAPK6', 'GDPD1', 'CCDC82', 'CA8']",ALB
WARS2,['RMND5A'],WARS2
PPP1R3F,"['PPP1CC', 'WDR5']",PPP1R3F
DGKQ,['HAVCR2'],DGKQ
ITK,"['HSP90AB1', 'CDC37', 'HSP90AB3P', 'GAPDHS', 'HSP90AA5P', 'DYNC1I2']",ITK
LPAR2,"['LGALS3', 'HBB']",LPAR2
FAR2,"['SCN3B', 'PEX19', 'VNN2', 'SLC39A12', 'PCDHGB1', 'SLC39A4', 'B3GNT1', 'GRPR', 'ATP2B2', 'CHRNA3']",FAR2
GCC2,"['CCDC136', 'ADCYAP1', 'CCDC107', 'CCDC53', 'TTC4', 'EXOC3', 'AIMP1', 'SYNC', 'PMF1', 'PSMC5', 'MLLT6', 'TCP10L', 'SSC5D']",GCC2
CTNNBIP1,"['CTNNB1', 'CTNNA3', 'APC', 'TK2', 'CTNNA1', 'CTNNA2', 'PNMA2', 'BPGM']",CTNNBIP1
AUTS2,"['PCGF6', 'DCAF7', 'YAF2', 'PCGF5', 'RYBP', 'CSNK2A2']",AUTS2
PIP4K2B,"['ZRANB2', 'PRICKLE3', 'ARHGAP22', 'SUN2', 'SPRY4', 'TULP3', 'ARL6IP4', 'GPBP1L1', 'LZTS2', 'EAF1', 'HIF1AN', 'ZNF428', 'AHCYL2', 'PIP4K2A', 'TMEM194A']",PIP4K2B
C1orf63,"['FAM192A', 'C1QBP', 'TNPO3', 'CLK2', 'RBM23']",C1orf63
ZGPAT,"['DHX15', 'SPIN1', 'FAM153B', 'SNRPG', 'LSM5', 'ID2', 'PRPF4', 'SNRPE', 'PRPF3', 'FADS3', 'PNLIP']",ZGPAT
MAP4K4,"['TEX264', 'C2orf29', 'RAP2C', 'MANSC1', 'LTBR', 'HEPACAM2', 'ATG14', 'NANOS2']",MAP4K4
HNRNPA1,"['PAIP2B', 'TRUB2', 'MRPL28', 'STRBP', 'FAM120A', 'ZFR', 'HNRNPR', 'MRPL1', 'C7orf30', 'MTERFD1', 'DHX30', 'LARP1', 'YARS2', 'DAP3', 'RALY', 'RPS15', 'NGRN', 'HNRNPA1L2', 'MCAT', 'RBMS1', 'DNTTIP2', 'MRPL52', 'RPS3', 'MRP63', 'MRPL35', 'RPS27A', 'MRPL3', 'DUSP11', 'UPF1', 'MEPCE', 'FASTKD2', 'MRPL10', 'MRPL4', 'MRPS9', 'MOV10', 'MRPS7', 'PAIP2', 'MRPL13', 'RPS3A', 'MRPL32', 'PRKRIR', 'PLOD1', 'FARS2', 'RPS15A', 'PTCD1', 'MRPS18A', 'MRPS35', 'LARP1B', 'PRMT8', 'SUPV3L1']",HNRNPA1
PJA2,"['ARHGAP36', 'KIAA1683', 'AP2M1']",PJA2
FHL5,"['CTU1', 'CEP76', 'PDLIM7', 'SCNM1', 'TAX1BP1', 'ZMYM1', 'ZNF131', 'ZMYM6']",FHL5
GYPB,"['ESRRA', 'BZW1', 'DNM2', 'LRBA', 'TSPAN15', 'SMYD4', 'FAM115C', 'CPLX1', 'RANBP17', 'TNPO2', 'BZW2', 'UBE4A', 'LRRC8A', 'EIF2B2', 'METTL15', 'PDS5B', 'EIF2B5', 'EIF2B3', 'LPCAT3', 'DHRS7B', 'SEC62', 'MAD2L2', 'TUBGCP3', 'STAG2', 'FLVCR1', 'PDS5A', 'EBP', 'IP6K1', 'ARFGEF2', 'EIF2B4', 'STX3', 'DNM3', 'SHCBP1', 'ARL6IP5', 'ASPHD2', 'ERCC4', 'HEATR3', 'UTP20', 'RTN2', 'FANCG', 'RANBP6', 'RTN1', 'EIF2B1', 'TTYH3', 'PWP2', 'ATR', 'SLC39A10']",GYPB
NUDT13,['ICAM1'],NUDT13
MTMR14,"['PDP1', 'PLS1', 'WDR54', 'FAM90A1']",MTMR14
GNA15,"['APPBP2', 'HSPA8', 'FECH', 'C2orf44']",GNA15
XPR1,"['VSIG4', 'SLC4A2', 'FAF2', 'PDCD1', 'UPK1A', 'CD79B', 'VSIG1', 'TGOLN2', 'PTGIR', 'RNF19B', 'B3GNT1', 'SLC15A1', 'DKKL1', 'FGFR2', 'TNFRSF1A', 'CEACAM21', 'APLNR', 'RHOT2', 'KIDINS220']",XPR1
MCAT,"['MRPS34', 'MRPS11', 'MRPL4', 'DDX28', 'TAF5', 'RBM3', 'MRPS15', 'METTL17', 'ZNF324B', 'ALAS1', 'C7orf30', 'HNRNPA1', 'ZYG11B']",MCAT
DCHS1,"['XAGE1A', 'PCDHGB1', 'PPIAL4G']",DCHS1
MAD2L2,"['GYPB', 'LRFN4', 'TSPYL6', 'PMEL', 'TFR2', 'LAMP3', 'HLA-C', 'HEPACAM2', 'FAM174A', 'FAM78B', 'ICAM2', 'GRPR', 'CHST12', 'SPACA1', 'IFNGR1']",MAD2L2
CD63,"['LGALS3', 'TSPAN2', 'LGALS8', 'LGALS9', 'FAM134C']",CD63
SYN1,"['DGUOK', 'NUFIP1', 'C14orf104', 'HAX1', 'ARMC1']",SYN1
TXNDC11,"['RBL2', 'MXD3', 'OS9', 'CHST8', 'RBL1', 'ANGPTL7', 'PCNT', 'DCT', 'CCNA2', 'HAUS4', 'TXLNA', 'CREBBP', 'PSMC5', 'USO1', 'CLU', 'EDEM2', 'FBLN7']",TXNDC11
PSRC1,"['PRMT2', 'FUS']",PSRC1
KCTD13,"['CUL3', 'KCTD10', 'ARIH1', 'TNFAIP1', 'USP25', 'FLNC', 'HSPB8', 'PFDN2']",KCTD13
HNRNPL,"['APOBEC3D', 'ELAVL2']",HNRNPL
MCCC1,"['FOXRED1', 'NPB', 'FECH', 'OXCT2', 'NDUFS7', 'ACSM5', 'TUFM', 'METTL2A', 'TMEM70', 'SUCLA2', 'GCAT', 'ECH1']",MCCC1
GARS,['PSMC3'],GARS
EPHA1,"['TBC1D9', 'PBXIP1', 'DYM', 'LTN1', 'STAG1', 'LRBA', 'DIAPH3', 'TNPO2', 'EIF2B2', 'EXOC6B', 'EIF4G3', 'DFNA5', 'AARS2', 'GPN3', 'HAUS7', 'WDR13', 'NCAPD3', 'EIF2B5', 'EIF2B3', 'HIP1R', 'EXOC7', 'ELMO2', 'GBF1', 'CAMK1', 'NCAPH2', 'VPS16', 'HOOK2', 'ARMC9', 'KNTC1', 'FAM114A2', 'KIF14', 'GTPBP3', 'EXOC5', 'CKAP5', 'C14orf21', 'SMG1', 'OPA1', 'USP34', 'XPO4', 'EIF2B4', 'BTAF1', 'CAND2', 'DYNC2LI1', 'IQCB1', 'RRP1', 'NF1', 'AP3M1', 'STK17B', 'KIAA1468', 'C17orf71', 'HEATR3', 'NCAPG2', 'MTHFR', 'PEX19', 'NUCB1', 'C19orf61', 'PRKDC', 'EXOC8', 'SMC2', 'XPOT', 'FAM73A', 'ACOT9', 'SAAL1', 'DYNC2H1', 'RINT1', 'SLC39A11']",EPHA1
ZNF732,['TRIM28'],ZNF732
M6PR,"['FAM19A4', 'FAM19A1']",M6PR
TOP3A,"['CCDC69', 'C17orf90', 'LIG3', 'BPNT1', 'NIT1', 'MECP2', 'ECHDC2', 'RMI1', 'ATP5D', 'MRPL21', 'TMEM70', 'YBEY', 'SDHB', 'SLX1A', 'METTL2A', 'MARCKSL1', 'C16orf75', 'C4orf26', 'THEM4', 'COX7A2']",TOP3A
ADAMTS18,"['B3GALTL', 'HSPA5', 'IGKC', 'ALB']",ADAMTS18
KCNG4,"['CST1', 'CST4', 'CST2']",KCNG4
UTP20,"['CD274', 'VSIG1', 'SCN3B', 'GYPB', 'BSG', 'TNFRSF1A', 'CD70', 'SCN2B', 'CLMP']",UTP20
SMR3B,"['TNFRSF19', 'BCHE', 'SNRPF', 'UBTD2']",SMR3B
PRIM2,"['RNF31', 'KLHL20', 'PRPS2', 'PM20D2', 'RGS20', 'DCAF10', 'RAE1', 'PRIM1', 'NLGN4Y', 'ERP44']",PRIM2
F12,"['HSPA8', 'ANKRD40']",F12
PAK6,"['YWHAZ', 'YWHAE', 'YWHAG', 'PAK4']",PAK6
TSGA13,"['IGHA2', 'SCGB2A1']",TSGA13
SPRYD4,"['CCL5', 'GTF2E2']",SPRYD4
THOC6,"['THOC1', 'THOC3']",THOC6
INTS8,"['VCAM1', 'LAMP3', 'C1orf85']",INTS8
FAM163A,"['YWHAZ', 'YWHAG', 'YWHAE', 'WDR47', 'YWHAB']",FAM163A
DKK1,"['POTEI', 'TK2', 'LRP6', 'RBM45', 'LRP5', 'PSMD6']",DKK1
CBWD3,"['ARPC5', 'SERPINB11', 'IL1R2', 'IDS', 'FOXRED2', 'LYPD4', 'SERPING1', 'GRPR', 'ARHGEF10', 'CLU', 'PRSS50', 'FAM131B', 'AZU1', 'CHRDL1', 'ART3', 'WDR55', 'DNAJB11', 'WNT4', 'RIMKLA', 'PSG8', 'B4GALT4']",CBWD3
CISD3,"['HAVCR2', 'CACNG5', 'ADAM33', 'SMOC1', 'LRFN4']",CISD3
MRFAP1L1,"['MORF4L1', 'MORF4L2']",MRFAP1L1
IPO9,"['COMTD1', 'TMEM206', 'HIST1H2BA', 'C19orf75', 'FZD10', 'CHRM3', 'TNFSF13B', 'AKIRIN2', 'CHRM4', 'HTR2C', 'RAN', 'BROX', 'PTGER3', 'PNKD', 'ADORA3', 'H2AFX', 'H2AFY2', 'VTI1B', 'KLHDC2']",IPO9
AHR,"['TSPYL6', 'KIAA1683', 'SIRT6', 'ARNT']",AHR
GANAB,"['CCT3', 'CCT5', 'CCT2', 'HSPA8', 'UBAC1', 'CCT4', 'TAB1', 'CCT6A', 'ZNF703', 'TCP1', 'RUFY3']",GANAB
C6orf58,"['SNX27', 'DDX31', 'GKN1']",C6orf58
HIST2H2AC,"['RRS1', 'LINGO1', 'FOXP2', 'C13orf31', 'ALDH3A1', 'KIAA1683', 'MMP2', 'MAP3K13', 'VSX1']",HIST2H2AC
PIF1,['SSSCA1'],PIF1
C14orf37,"['BMPR2', 'BMPR1A', 'FGFR1', 'CD320', 'NDFIP1']",C14orf37
PLEKHH2,['LPXN'],PLEKHH2
RREB1,"['CTBP1', 'HDAC1', 'SPATA20']",RREB1
CYFIP2,"['TIMM50', 'CBLC', 'IKBIP', 'HOMER3', 'LHX4', 'WASF3', 'CGB2', 'AMZ1', 'NHSL2', 'NCK2', 'ZNF511', 'ABI2', 'CCDC22', 'HSPB9', 'DTNBP1']",CYFIP2
