Genes,Interactors,Norm_Symbol
KCNC4,"['KCNC3', 'B3GAT3', 'DNAJB5', 'DNAJB4', 'HERC3', 'TYW1', 'BAG5', 'MCART1', 'SMPD2', 'NUS1', 'KCNC1', 'NAT14', 'PDZD8', 'DNAJB1', 'BRAF', 'RNF215', 'PLD6', 'ESYT1', 'PDE3B', 'NPLOC4', 'RHBDD1', 'HSPA8', 'GXYLT2', 'AMFR', 'LEMD2', 'ABCB10']",KCNC4
ST3GAL5,"['C2orf56', 'C19orf6']",ST3GAL5
LRRC33,"['MARK2', 'HSPA5', 'CNPY3', 'ITPRIP', 'EPHB4', 'RTN4RL2', 'NDST1', 'PDF', 'SDF2L1', 'MARK3', 'CANX', 'POMT1', 'ALG9', 'TGFB1', 'LINGO1', 'NDUFA3', 'EXT1']",LRRC33
SCG5,['CSH2'],SCG5
METTL21C,['BCKDK'],METTL21C
ZNF571,"['CSTF2T', 'HERC1']",ZNF571
FARS2,"['MRPL38', 'ZCRB1', 'HNRNPA1', 'HIST1H1T', 'GAMT', 'HIST1H1A', 'HIST1H1E']",FARS2
PAK3,['SNRNP27'],PAK3
NUP54,"['CEP250', 'NUP62', 'NUPL1', 'HOMER3', 'CDK16', 'WDR59', 'COG4', 'NDEL1', 'HOMER1', 'RNF166', 'LPXN', 'NUP62CL', 'BFSP1', 'NDE1', 'CPNE2', 'CRNN', 'WDFY2', 'EXOC1']",NUP54
WNT4,"['WNT7B', 'HSPA5', 'COL6A1', 'FSTL1', 'ITPA', 'N4BP2L2', 'PASK', 'C13orf34', 'MTCH2', 'WNT5A', 'CBWD3', 'WLS', 'TOMM40']",WNT4
S100A8,"['ATPBD4', 'SMTNL2', 'EFHD1', 'TBC1D22B', 'CCNYL1']",S100A8
CNRIP1,"['CIRH1A', 'C20orf203', 'PGLYRP1', 'KCTD2', 'ZFP41', 'RBM18']",CNRIP1
NTN1,['NEUROG3'],NTN1
NIF3L1,"['C9orf24', 'AVP', 'PNPLA1', 'FAM73B', 'MEOX1', 'C1orf94', 'DDX17', 'SPACA4', 'GORASP1', 'RBMX', 'RBM3', 'PAPLN', 'OXT', 'C9orf64', 'ODF1']",NIF3L1
PPL,"['UGT1A10', 'DDX19B', 'CDK15', 'TNFRSF19', 'SUSD3', 'FTH1', 'PDE4DIP', 'FRMD1', 'KIR3DS1', 'RBM24', 'CCNYL1', 'TBC1D22B', 'ZSCAN20', 'ACAD9', 'FCF1']",PPL
KIAA1712,"['SPPL2B', 'SNX32', 'CCDC89', 'TPTE2', 'IKZF5', 'IFT81', 'ABI2', 'GGA1', 'CEP85', 'BFSP2', 'NELL1', 'NELL2', 'RGS3', 'FAM167A', 'RASSF8', 'CORO1A']",KIAA1712
C14orf43,"['HDAC1', 'CCNA2', 'MAPK14']",C14orf43
B3GNTL1,['IMPDH1'],B3GNTL1
MSL2,"['IGHG2', 'MSL3', 'MYST1', 'MSL1', 'HBA2', 'HBB']",MSL2
RAB11B,"['RAB25', 'FAM26D', 'LYG2', 'BSPRY', 'CALML3', 'NT5C3', 'VSIG8', 'DNPEP', 'PADI3', 'RAB11FIP5', 'SELENBP1', 'DUSP14', 'IFIT2', 'S100A3', 'CHM', 'ETNK2', 'WDR44', 'SH3BP5', 'HIST1H2AG', 'SH3BP5L', 'RAB11FIP2', 'LRRC15', 'C20orf177', 'DSG4', 'RBM42', 'SCEL', 'SERPINB5', 'RAB11FIP1', 'HEPHL1', 'CHML', 'PLCD1']",RAB11B
C9orf106,['PSMG3'],C9orf106
ZC3H4,"['CAPN13', 'HTRA4', 'MRPS11', 'JMJD6', 'PDGFB', 'RSPH9', 'ZFP41']",ZC3H4
WFDC2,"['EIF1AX', 'BTBD1', 'WDR91', 'FKBP7', 'PTPRF', 'TMEM85', 'GRN', 'CRTAC1', 'PDIA5', 'WDR81']",WFDC2
ATP6V0D1,"['IKBIP', 'VMA21', 'ENPP1', 'MVD', 'ATP6V1F', 'ACSL4', 'MID1IP1', 'TUBA3C', 'SLC10A7', 'UBB', 'INPPL1', 'SCCPDH', 'USP4', 'SNX25', 'ATP6V0A1', 'LETM1', 'SLC22A23', 'ATP6V1D', 'RDH13', 'TCIRG1', 'LPHN1', 'KIAA2013', 'C20orf108', 'CCDC115', 'B3GNT2', 'SLC27A2', 'ATP6V0A2', 'DHCR24', 'TMEM199', 'ATP6V0D2', 'ATP6AP2', 'SNX19', 'ATP6V0C', 'SLC27A6', 'KIAA1919', 'CUL4A', 'LEPR', 'ATP6AP1', 'PTGES2']",ATP6V0D1
MTFMT,['TRUB1'],MTFMT
CTNNA3,"['FAM123B', 'VMA21', 'PKP4', 'CTNND1', 'APC', 'PRKAA2', 'CTNNBIP1', 'FAM162A', 'CTNNB1', 'CDH1', 'OSBPL1A', 'CDH12', 'CDH4', 'ARVCF', 'ATP5B', 'CDH2', 'GIMAP8', 'TPD52', 'RELL1', 'CDH24', 'BLZF1', 'CDH3', 'CDH10', 'MYCBP2']",CTNNA3
CTAGE8,['CTAGE5'],CTAGE8
CXorf26,"['EEF1A1', 'EEF1A2', 'TTLL12']",CXorf26
DSP,"['C6orf141', 'CDK15', 'CCDC51']",DSP
DNAJB1,"['DCAF6', 'DNAJB4', 'DNAJB5', 'TBL1Y', 'TTLL12', 'GLB1', 'KCNC4']",DNAJB1
MSTO1,"['COMTD1', 'CACNG2', 'DEF8', 'LAMP2', 'LIPH', 'F9', 'CCNJL', 'ARHGAP25', 'DNA2', 'OLFM2', 'LPCAT1']",MSTO1
DCAF15,"['TJP2', 'STIL', 'ZEB1', 'ARNT', 'RMI1', 'UGP2', 'SPINK2', 'LMBRD2', 'BCOR', 'DSTYK', 'RUFY3']",DCAF15
GK,"['MFSD4', 'SLC5A8', 'AZGP1', 'FPR2', 'APLNR', 'PDCD1', 'VSIG8', 'RSPRY1', 'VSIG4', 'VSIG1', 'GK3P', 'APOD', 'IL13RA2', 'GHITM', 'UBP1', 'PMEL', 'TNF', 'HBB', 'SLC2A12', 'CD70', 'SYP', 'MUC20', 'SLC22A6', 'CHRM4', 'PTGIR', 'SCGB1D2', 'FCGR3A']",GK
BACH1,"['FGFRL1', 'SLX1A', 'HMMR', 'CREB5', 'FBXO22', 'MAFF', 'MAFG', 'XRCC6BP1', 'ASAP3', 'MAFK', 'RFPL2', 'POTEKP', 'FAM83D', 'FBXL17', 'MLX', 'KIAA1468', 'KIF2B', 'BATF3', 'ZNF131', 'ATF7', 'CREBZF']",BACH1
TBC1D19,"['TTLL1', 'NICN1', 'LRRC49']",TBC1D19
MAGED4B,"['ARHGAP36', 'PJA1', 'AP2M1']",MAGED4B
SMPD1,"['INSL5', 'CANX', 'CNTNAP3B', 'SEL1L']",SMPD1
C9orf5,"['LYPD3', 'BTN3A2', 'LMAN2L', 'YIPF3', 'KIAA1467', 'GPC1', 'FPR2', 'LYPD6', 'VIPR2']",C9orf5
CALCOCO2,"['AZI2', 'UBB', 'HDAC11', 'LGALS8', 'TBK1', 'CEP55', 'C1orf106', 'BCAP29', 'MTPAP', 'CDK7', 'SULT1A2', 'SYNC', 'TBKBP1', 'CHRDL1']",CALCOCO2
AKAP14,"['SPA17', 'OCIAD1', 'PRKACB', 'SYNJ2BP', 'ARL5B', 'PRKACG', 'PRKAR2B', 'EFCAB7', 'PRKACA', 'PRKAR2A']",AKAP14
METRNL,"['DEFA5', 'A2M']",METRNL
EVPL,"['ZSCAN12', 'DDX19B', 'CDK15', 'SUSD3', 'PDE4DIP', 'FRMD1', 'ITGA9', 'PI4KA', 'RBM24', 'CCNYL1', 'TBC1D22B', 'ZSCAN20', 'ACAD9', 'FCF1']",EVPL
OTUD4,"['VTN', 'HTRA4', 'TRAF1', 'TSPYL6', 'KIAA1683', 'WBP2NL', 'C4orf26']",OTUD4
RPL6,"['MRPS21', 'PTCD3', 'RBM34', 'CNBP', 'MRPL34', 'RPL26L1', 'CSDA', 'MTERFD1', 'LARP1', 'DAP3', 'RALY', 'SIRT1', 'VPRBP', 'NGRN', 'SURF6', 'MRPS5', 'CLTCL1', 'MAGEB10', 'UPF1', 'RRS1', 'RPL37A', 'MRPL38', 'MRPS18C', 'MRPS9', 'MOV10', 'MRPL13', 'RPL28', 'FYTTD1', 'SART3', 'MRPS22', 'MRPL24', 'ZBTB11', 'MRPL45', 'PTCD1', 'MRPS2', 'MRPS18A', 'MRPS35', 'MRPS14']",RPL6
ZNF761,['TRIM44'],ZNF761
UBE3C,"['KIAA1467', 'SCN2B']",UBE3C
HAUS1,"['EFHC1', 'PXDN', 'TADA3', 'BET1', 'BSPRY', 'STX5', 'STIM1', 'HAUS7', 'COG6', 'FAM167A', 'PIK3R2', 'SKA2', 'VTI1B', 'VTI1A', 'STX6', 'BNIP1', 'CCDC59', 'DMD', 'ASB7', 'TPTE2', 'ARNTL2']",HAUS1
WASF2,"['TIMM50', 'GJB7', 'CBLC', 'HOMER3', 'LHX4', 'CCDC53', 'CCDC27', 'NHSL2', 'AMZ1', 'NCK2', 'ZNF511', 'EVL', 'ABI2', 'BAIAP2']",WASF2
SYCP3,['BLK'],SYCP3
EEF1D,"['MAP1B', 'KIAA0564', 'C1QBP', 'RRBP1', 'PRAME', 'RNGTT', 'AHCYL2', 'VARS', 'ABTB1', 'TUBB8', 'MLLT6', 'XRCC6BP1', 'EEF1G', 'ANGEL2', 'C18orf25', 'KTN1', 'GSG2', 'CARS', 'EEF1A1', 'BATF3', 'EEF1A2', 'EEF1B2', 'TUBB3']",EEF1D
ORMDL3,"['SLC1A1', 'SLC22A9', 'SLC2A12', 'SPRY4']",ORMDL3
PPP6C,"['PPP6R2', 'ANKRD44']",PPP6C
SEPT10,"['C4orf6', 'MRPL12', 'TRIM11', 'SEPT8', 'SEPT2', 'SEPT12', 'RGS3', 'SEPT5', 'SEPT6', 'CDC42EP4', 'RALBP1', 'SEPT3', 'SEPT7', 'SEPT4', 'SEPT1', 'SEPT9', 'SEPT14', 'SEPT11']",SEPT10
C20orf106,['UBASH3B'],C20orf106
RASGRP4,"['DSG4', 'SELENBP1', 'DUSP14']",RASGRP4
C19orf52,"['CHRNA9', 'FAF2', 'CD79B', 'TOMM22', 'EDEM2', 'EIF3F', 'VSIG4', 'KLK11', 'AGK', 'EFCAB4A', 'RBFOX2', 'ITGB8', 'FAM131B', 'SLC7A1', 'FAS', 'MGRN1', 'PNPLA2', 'SRPRB', 'ERGIC3', 'ALOX15', 'TOR1AIP2']",C19orf52
RPS13,"['RRS1', 'RPS14', 'DGCR8', 'RBM34', 'RPL30', 'PPAN', 'CNBP', 'WDR46', 'PRR11', 'ZC3HAV1', 'MAGEB10', 'H2AFY2']",RPS13
PFKM,['PFKP'],PFKM
MRPS34,"['MRPS21', 'PTCD3', 'RG9MTD3', 'DDX55', 'STRBP', 'HECTD3', 'IGF2BP1', 'MRPS26', 'MRPS28', 'DAP3', 'PSMG4', 'MRPS6', 'MRPS23', 'EPDR1', 'MCAT', 'ZNF770', 'MRPS5', 'C4orf14', 'IGF2BP3', 'ZBTB48', 'NINL', 'PREPL', 'MRPS11', 'GNL2', 'MRPS18C', 'MRPS9', 'MRPS7', 'PSMG3', 'MRPS25', 'MRPS24', 'HIST1H1A', 'PDF', 'MRPS16', 'MRPS31', 'MRPS22', 'FAM192A', 'ZNF574', 'MRPS10', 'MRPS27', 'MRPS15', 'MRPS2', 'MRPS35', 'PSME3', 'ZZEF1', 'SUPV3L1', 'MRPS18B', 'MRPS14', 'MRPS33', 'FAM92A1']",MRPS34
BRD8,"['MEAF6', 'RUVBL2', 'RUVBL1', 'PLAC1', 'C20orf20', 'MORF4L1', 'FOXR2', 'FOXR1', 'YEATS4', 'MORF4L2', 'MYCL1', 'KAT5', 'HIST1H2BA']",BRD8
CDCA3,"['CHMP4A', 'CTDSP1', 'CIR1', 'FZR1', 'ATP6V1C1', 'CTDSPL', 'PCDHGC3', 'CCR1', 'CTDSP2', 'CYP2S1']",CDCA3
DAGLB,"['VSIG4', 'TSPAN2', 'PCDHGA5', 'PDCD1', 'TMEM171', 'VSIG1', 'ENTPD7', 'PMEL', 'DKFZp686O24166', 'MANSC1', 'IGSF8', 'IPPK', 'PCDHGB4', 'SPINT2', 'APLNR', 'PCDHAC2', 'SPACA1', 'TPCN2', 'TSPAN5']",DAGLB
ETV1,"['RFWD2', 'DET1', 'STK40']",ETV1
CLEC14A,"['TMEM159', 'INTS7', 'FAM115A', 'PXK', 'PTCD2']",CLEC14A
C12orf74,"['TUBA4A', 'GPD2', 'AARSD1', 'TTC19', 'RALGAPB']",C12orf74
RNF26,"['ETF1', 'CUEDC2', 'ZMPSTE24', 'PSME2', 'NAA50', 'ZNF143', 'NME2P1', 'PSME1']",RNF26
SNRPC,"['SNRPN', 'SNRPG', 'SNRNP70', 'SNRPF']",SNRPC
SMG6,"['C9orf128', 'SPATA1', 'LPIN3', 'PSG1', 'HAO2', 'C2orf68']",SMG6
TMTC4,"['NEUROG3', 'TXNDC15', 'OS9', 'NRG1', 'PCDH12', 'SCN3B', 'CDH8', 'PEX19', 'CCDC40', 'CD79B', 'CSGALNACT2', 'NR4A1', 'PMEL', 'SLC6A15', 'CES3', 'GORASP1', 'C1orf186', 'SYP', 'EDEM2']",TMTC4
SLC4A2,"['LGALS3', 'SLC39A8', 'LGALS8', 'FAM134C', 'PTGIR', 'LGALS9C', 'PTH1R', 'GPR21', 'XPR1', 'C1orf64', 'SLC4A8', 'APLNR', 'SPDEF', 'ATP2B2', 'KDELR3']",SLC4A2
RNF181,"['CDA', 'FADS1', 'FBXO7', 'PSMB3', 'PSMB9', 'SLC44A5', 'ADIPOR2', 'SLC32A1']",RNF181
DOM3Z,"['GRINL1A', 'RECQL5', 'ARMC5', 'IGHA2', 'RPAP2']",DOM3Z
SCARB2,"['RHCG', 'VAMP3', 'SCGB1D1', 'PTPRK', 'SPAG9', 'RAB27B', 'GLMN']",SCARB2
C1orf135,"['AURKA', 'TRIM68']",C1orf135
NDUFAF4,"['NDUFS3', 'NDUFA13', 'NDUFS7', 'ECSIT']",NDUFAF4
KIFC1,"['NUP50', 'RALBP1', 'FAM188A']",KIFC1
C11orf85,"['PLK1', 'CRYBB3']",C11orf85
SPATA20,"['CCL25', 'BTRC', 'LYG2', 'TADA3', 'RAVER2', 'FBXW11', 'NDUFA10', 'RREB1', 'ZNF566', 'SCRN3', 'USP47', 'LYRM5', 'DCLRE1C', 'ZBTB10', 'GLT25D2', 'CCL5', 'ODF1']",SPATA20
DRD2,"['WDR45', 'COLEC12', 'MSRA', 'NDFIP1']",DRD2
CWF19L1,"['TSSC4', 'SNRPE', 'SNRPA1', 'SYF2', 'DBR1', 'PRPF19', 'ELAVL2']",CWF19L1
USE1,"['STX18', 'NBAS', 'PCDHB7', 'ZW10', 'C2orf60', 'VAMP4', 'SEC22B', 'SCFD1', 'STX12', 'STX7', 'BNIP1', 'MGLL', 'STX5', 'SCFD2', 'RINT1', 'C19orf25']",USE1
CEP68,['LPXN'],CEP68
MANF,"['BCL2L15', 'ADAM21']",MANF
ANGEL2,"['RPS2', 'NAA40', 'HNRNPF', 'MRPL38', 'HNRPLL', 'PRMT8', 'FAM136A', 'ZFC3H1', 'EEF1D', 'SYNCRIP', 'RBM4B']",ANGEL2
IL2,['IL17A'],IL2
ZHX3,"['PDIA6', 'WDYHV1']",ZHX3
WWP2,"['POLR2A', 'FAM70A', 'AMOTL1', 'FAM189A2', 'TMEM51', 'FAM168A', 'ARRDC1', 'C18orf1', 'FBXO11', 'CPSF6', 'AMOT']",WWP2
MBP,"['CTDSP1', 'CTDSPL', 'NLN', 'IDE']",MBP
SLC25A35,"['VAPB', 'PMVK', 'DDAH2', 'LPAR4']",SLC25A35
SECISBP2L,"['PSG9', 'FAM196A', 'ZYX']",SECISBP2L
RBBP5,"['HCFC2', 'WDR5', 'RPL37A', 'CXXC1']",RBBP5
PDF,"['MRPS34', 'ADAM33', 'CETN1', 'MMP26', 'CRP', 'ENPP7', 'ERBB3', 'A2M', 'KIF1B', 'P4HA3', 'TFR2', 'PROC', 'PTCH1', 'OLFM4', 'TMEM25', 'BPNT1', 'DEFA5', 'LRRC33', 'ADAM21', 'NPPA']",PDF
C3orf62,"['EP300', 'RB1', 'CREBBP', 'RBL1']",C3orf62
ULBP2,"['HOXB5', 'GJB7', 'SLC39A5', 'RAET1E', 'MTUS2', 'ANKRD12', 'TMEM30B', 'TNFSF8', 'DUSP22', 'SLC4A8', 'IDO2', 'MED21', 'FCGRT', 'DUS4L']",ULBP2
TRIP6,"['LIMD1', 'CDKL1', 'PHYHIP', 'KIF5C', 'C17orf101', 'LIMS1', 'GATA1', 'LPXN', 'ANKRD55', 'DEF8', 'FGL1', 'KIF5A', 'RAB39B', 'WTIP', 'KIF5B', 'GAPDHS', 'CCL21', 'JUB', 'KLC1', 'SUN1', 'SAFB2', 'ATG7', 'RIPPLY2', 'ZNF384', 'KLC4', 'PDLIM7', 'EFTUD1', 'IGFBP1', 'LRFN4']",TRIP6
LILRA3,"['LILRB2', 'LILRB1', 'LILRA1', 'NARS']",LILRA3
PCDHA6,"['PCDHA10', 'PCDHA3']",PCDHA6
VAV1,"['SPECC1L', 'PALM2-AKAP2', 'NUB1', 'CST6', 'CHEK1', 'SDR9C7', 'PLBD1', 'ACTA2', 'SERPINA12', 'SBSN', 'DNAJC1', 'KLK7', 'DSG1', 'CDSN', 'APBB2', 'ACTBL2', 'ATP2B2', 'SERPINB2', 'APLP2']",VAV1
REG3A,"['ACTBL2', 'ACTA2', 'ACTB']",REG3A
EFHD1,"['MAS1', 'DUSP10', 'FOXP2', 'PPIAL4G', 'FSD1', 'CPLX4', 'S100A8']",EFHD1
HEPHL1,"['CPLX3', 'C13orf31', 'FBXL4', 'COASY', 'SGOL2', 'RAB11B', 'SEMG2', 'APIP', 'KIF3A', 'C1orf49', 'OAZ3', 'DOLPP1', 'VTI1B', 'RPN2', 'ZMAT4', 'MRPL38', 'PYHIN1', 'IL31RA', 'SETDB2', 'TBC1D14', 'TFG', 'NSMAF', 'PMM1', 'GPBP1', 'OR51E2']",HEPHL1
DDI2,"['RDH5', 'ZDHHC1', 'NRIP3', 'ZG16B', 'RAD23B', 'SUV39H1', 'CPNE2', 'NR1H3', 'C7orf69', 'HP1BP3']",DDI2
TEX15,"['ATF6B', 'COLQ', 'SERPINC1']",TEX15
MBLAC2,"['PCDHGA5', 'BLOC1S3', 'PI4K2A', 'GMCL1', 'BSPRY', 'FAM63B', 'ATP11C', 'FLRT3', 'VAMP4', 'SELE', 'CNNM4', 'CDHR5', 'GRPR', 'OPCML', 'BCS1L', 'C20orf30', 'FAM131B', 'MANSC1', 'F11R', 'CLCN7', 'SLC9A6', 'TMEM192', 'EPHA7', 'STAT3', 'FBRS', 'ZDHHC20', 'CACNG5', 'AGTRAP', 'SLC39A12', 'STEAP3', 'IGSF8', 'PTP4A1']",MBLAC2
ZNF323,"['PDCD11', 'DHX57', 'MTMR4', 'YTHDC2', 'CDKN2AIP', 'THAP11', 'BBX', 'TRMT1L', 'LENG8', 'RPL26L1', 'PIP5K1A']",ZNF323
PRKAR2A,"['PRKAR2B', 'PRKACB', 'AKAP14']",PRKAR2A
CDK18,"['CCBP2', 'HSP90AB1', 'CDK16', 'CA4', 'TTC29', 'DUSP7', 'MTA2', 'HSP90AA1', 'SFXN2', 'FGR', 'HSP90AA5P', 'FKBP5', 'CDK15', 'DNLZ']",CDK18
TMEM108,"['MTX1', 'BRAT1', 'ACAD10', 'TUBA4A', 'MTFP1', 'FAM115C', 'SFXN5', 'SLC25A23', 'TBC1D9B', 'SLC25A24', 'KNTC1', 'TNPO2', 'CAND2', 'RRN3', 'METAP2', 'POU2F2', 'XPO7', 'PDXDC1', 'TUBB3']",TMEM108
LTN1,"['HLA-B', 'B3GALT2', 'CD244', 'CD79B', 'TGOLN2', 'C19orf75', 'NPY2R', 'RNF19B', 'CHRM3', 'EPHA1', 'KIR2DS2', 'DKKL1', 'LAMP3', 'FAM174A', 'ALDH3A2', 'VASN', 'CA14']",LTN1
PDHX,"['PREPL', 'MTIF2', 'PDK1', 'DLD', 'PDK3', 'FOXD4', 'PDHB']",PDHX
CNOT1,"['CNOT7', 'CAPZA2', 'C2orf29', 'MMP7', 'GPBP1L1', 'RIBC1', 'IZUMO1', 'TEX13A', 'TOB1', 'NANOS2', 'GADD45B']",CNOT1
KLHL18,"['NUDCD3', 'BAG4', 'SMAP1', 'CUL3', 'SUGT1', 'ATP6V1G1', 'CFH', 'GPSM1', 'UBE2M', 'NEDD9', 'PCMT1']",KLHL18
TOPBP1,"['CBLN4', 'PLK1', 'CDO1']",TOPBP1
NRBF2,"['PIK3R4', 'PIK3C3', 'BECN1', 'C6orf174', 'KIAA1984', 'TGFBRAP1', 'ATG14', 'SCOC', 'PMF1', 'GALT']",NRBF2
FUNDC1,['FUNDC2'],FUNDC1
TRIM62,"['NRGN', 'SFN', 'SNAP29', 'CCDC94', 'NUP88']",TRIM62
MAD2L1,"['WIBG', 'TSC22D4']",MAD2L1
XKRX,"['TRAFD1', 'C1orf124', 'FAM175B', 'UBXN7', 'VPS13A', 'KIAA1467', 'ITFG3', 'FLVCR1']",XKRX
ARMCX3,"['MAF1', 'TMEM206', 'VTN', 'P2RX1', 'RANBP6', 'FBL', 'VWA5A', 'BRAF', 'HCCS', 'PNKD', 'CCDC59']",ARMCX3
SH2D4A,"['PPP1R7', 'PPP1CC', 'TF', 'PPP1CB', 'PPP1CA', 'TUBA3C']",SH2D4A
DOC2A,"['GPR137B', 'SCGN', 'UBASH3B', 'SETMAR', 'DOC2B', 'KCTD21', 'TTC21B']",DOC2A
FCGBP,['DDX19B'],FCGBP
SLC19A2,"['ZFYVE27', 'FPR2', 'LPAR1', 'DLK1', 'ATP5F1', 'HTR2C', 'CD27', 'GRPR', 'SGK196', 'CLEC2D', 'B4GALT3', 'GPR77', 'SPPL2B', 'ATP5B', 'YIPF3', 'GPR21', 'SLC2A12', 'SLC9A6', 'SLC7A1', 'C3AR1', 'P2RY1', 'PPIE', 'SLC22A9', 'DNASE1L2', 'AGTR1', 'GPR114', 'SLC5A5', 'VIPR2']",SLC19A2
VSX2,"['USP12', 'ZNF703', 'WDR20', 'CSNK2A1', 'PARP2', 'CHMP1A', 'USP33', 'USP20', 'AHCYL2', 'CSNK2A2']",VSX2
RBMS3,"['SART3', 'MRPL30', 'MRPL40', 'NGRN']",RBMS3
CALB2,"['HAX1', 'C14orf104', 'DGUOK', 'NUFIP1']",CALB2
MAP2K6,"['CST1', 'MAP2K3']",MAP2K6
CNN3,"['CNN2', 'CARM1']",CNN3
GSTCD,"['PLA2G10', 'FZD10', 'GPR77', 'PHF19']",GSTCD
MRPL51,"['RPL18', 'MRPL12', 'MRPL37', 'MRPL41', 'MRPL47', 'RPS8', 'MRPL10', 'MRPL4', 'MRPL39', 'MRPS30', 'MRPL42', 'MRPL50', 'PDGFB']",MRPL51
GRAMD1A,"['MCOLN3', 'TEX28', 'CHRNA9', 'ZACN', 'CD79B', 'VNN2', 'TMEM30A', 'HTR3A', 'GRAMD1B', 'GRAMD3', 'ACVR1', 'GABRE', 'TMX1', 'PCDHB16', 'CHRNA3', 'KCNK16', 'PCDHB7', 'ZNRF4', 'PCDHGB4', 'HTR3C', 'GPR114']",GRAMD1A
TP53BP1,"['NUP50', 'THAP10', 'NUDT16L1', 'MRPS7']",TP53BP1
SYF2,"['DGCR14', 'CRNKL1', 'AQR', 'DHX35', 'XAB2', 'BTBD1', 'PLRG1', 'ZC3H18', 'CDC5L', 'WDR83', 'SNRPN', 'BUD31', 'SNW1', 'SNRPG', 'GPATCH1', 'DHX8', 'CWF19L1', 'ELAVL2', 'C2orf3', 'ISY1', 'BCAS2', 'CWF19L2', 'C11orf57', 'CCDC12', 'PRPF19', 'C16orf57', 'TSSC4', 'CDC40', 'CCDC94', 'TRA2A', 'SNRPE', 'SNRPA1', 'DVL3', 'PPIE', 'RBM22']",SYF2
SLC1A3,['PDZK1'],SLC1A3
MED13L,"['CDK8', 'CCNC', 'MED1', 'MED19', 'MED7', 'MED18', 'CDK19', 'MED21']",MED13L
FAM91A1,"['HLA-B', 'TXNIP', 'FGF8', 'ZNF397', 'SNX21', 'C17orf75', 'RNF19B', 'CHRM4', 'AIFM1', 'FAS']",FAM91A1
CEP170P1,"['CEP170', 'SHISA2']",CEP170P1
OSTC,"['DPEP1', 'GYG2', 'SCN3B', 'DLK1', 'SLC39A9', 'ATP2B2']",OSTC
EIF2B4,"['TMEM206', 'GYPB', 'CD4', 'STX12', 'C19orf75', 'P2RX4', 'SYT1', 'FZD10', 'EIF2B1', 'GPR183', 'EPHA1', 'PTGER3', 'PNKD', 'EIF2B2', 'CA14', 'OPN3', 'VTI1B', 'PVRL4']",EIF2B4
FBXO42,"['RBPJ', 'CUL1', 'CCDC6', 'CST1', 'GSK3A', 'KLK6', 'SKP1', 'RAB28', 'ROCK2']",FBXO42
SIRPA,['SIRPG'],SIRPA
UGP2,"['SUN2', 'HDAC7', 'DCAF15', 'SNX24', 'GPSM1', 'GTF2E2']",UGP2
SAT2,['PANK2'],SAT2
LMBRD2,"['GPR77', 'LPAR6', 'SLC2A5', 'OPRM1', 'GNAI2', 'ERGIC3', 'LPAR4', 'HTR2C', 'DCAF15', 'FPR2', 'GRPR', 'SPACA1', 'TACR1', 'VIPR2']",LMBRD2
HADHB,"['POTEI', 'CDH5', 'HADHA', 'LRRC46', 'CDH8', 'SDC2', 'YBEY', 'GPC1', 'CD44', 'RELL2', 'C17orf80']",HADHB
ZNF558,"['APOA1', 'ALB', 'FTL', 'SERPINA1', 'RCBTB2']",ZNF558
RGS20,"['SELO', 'NLN', 'DPH1', 'DPH2', 'CRY1', 'CIAPIN1', 'DCAF10', 'TYW1', 'BOLA1', 'CUL2', 'TXLNG', 'RAD50', 'MOCOS', 'KIF3A', 'PI4KA', 'ATP6V0A1', 'TXLNA', 'NARFL', 'ZNF664', 'TARBP1', 'KIF3B', 'RGS19', 'ZNF696', 'MIOS', 'NBN', 'AARSD1', 'EFR3B', 'CTU2', 'PGP', 'ZYG11B', 'GFER', 'GLRX3', 'PRIM2', 'TTC7B', 'EFR3A', 'FAM126A', 'NARF', 'MRE11A', 'TRMT1L', 'PLK1', 'ZNF444']",RGS20
GPT2,"['GPHA2', 'PLA2G10', 'THEM4']",GPT2
SDHC,['IMPDH1'],SDHC
ASB8,"['TRIM11', 'AMBRA1', 'NPAT', 'IARS2', 'CUL5', 'HIF1AN', 'RUFY3']",ASB8
GLB1L3,"['ZYG11B', 'HSPD1', 'SIL1']",GLB1L3
QARS,"['EPRS', 'MARS', 'EEF1E1', 'LARS', 'DARS', 'AIMP2', 'SDCBP', 'RARS', 'IARS', 'AIMP1', 'PPM1A', 'KARS']",QARS
FBXO45,"['CLEC11A', 'LGALS3BP', 'FBXW7', 'GDF10', 'CDH19', 'STAT2']",FBXO45
INTS7,"['TNFRSF17', 'NRG1', 'VSIG4', 'FAF2', 'MGRN1', 'TMEFF1', 'SCN3B', 'CD79B', 'VSIG1', 'IL13RA2', 'PMEL', 'NTRK3', 'HLA-DPA1', 'CLEC14A', 'TOR1AIP2', 'PDCD1', 'FNDC4', 'SPACA1']",INTS7
